Statement,Verdict
"Californians pay ""the highest electricity bills"" in the nation.",FALSE
"Republicans on the budget-writing committee ""did nothing"" to address oversight oflarge-scale farms, ""as literal manure is coming out of people’s faucets. ",half-true
"They understand the importance (of medical monitoring). It’s clear, though, that they want to do it in a way that is consistent with other states and S.37 just isn’t.",half-true
"Says a photo of a park covered in trash was left behind by ""environmentalists"" after an Earth Day celebration in California.",FALSE
"Says a deer became ""riddled with tumors from eating plants sprayed with Monsanto’s Roundup.""",FALSE
"""We now have longitudinal data that shows that children born around Superfund sites have dramatically higher rates of birth defects, dramatically higher rates of autism."" ",mostly-true
"""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.""",TRUE
A PETA activist was taped to a tree after protesting a biker rally.,pants-fire
"Quotes Thomas Homer-Dixon as saying a windmill will ""never generate as much energy as was invested building it.""",FALSE
"""The day Al Gore was born, there were 130,000 glaciers on earth. Today, only 130,000 remain.""",FALSE
"Bluegill fish ""are responsible for over 500 deaths in the United States every summer.""",pants-fire
"""It is a carbon tax whether it is convenient to say it or not.""",barely-true
"""President Trump signed legislation to clean up millions of tons of trash from our oceans and lakes last week.""",FALSE
"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""",mostly-true
" ""Seismic airgun blasting (used for energy exploration) is ... 16,000 times louder than"" a conventional airhorn.",mostly-true
"""At $93 trillion, the Green New Deal would cost more than the entire recorded spending of the U.S. since the Constitution went into effect in 1789."" ",FALSE
"""The forest fires were so grotesque last year that we had the worst air in the world in Washington."" ",mostly-true
"The Democrats’ Green New Deal includes ""working towards ending air travel.""",FALSE
"Says Hillary Clinton said, ""This planet might be able to support perhaps as many as half of a billion people who could live a sustainable life in relative comfort. Human populations must be greatly diminished, and as quickly as possible to limit further environmental damage.""",pants-fire
"""Our country has succeeded in reducing greenhouse emissions in previous years."" ",half-true
"""More than a million Californians"" do not have ""clean water to bathe in or drink.""",TRUE
"Trump signed a bill ""to clean millions of tons of garbage from world’s oceans."" ",half-true
"California’s deadly wildfires ""would never happen"" with ""proper Forest Management.""",FALSE
"""We need to also recognize that we just had two of the coldest years, biggest drop in global temperatures that we have had since the 1980s, the biggest in the last 100 years. We don't talk about that.""",FALSE
"""There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.""",FALSE
"Says Joe Manchin ""supported Obama and Clinton's campaigns to kill coal jobs.""",FALSE
"""Intensifying Hurricane Willa headed directly toward 10,000 migrant caravan path.""",FALSE
"Says 60 percent of Austin’s ""waterways are found to be contaminated with fecal matter and deemed unsafe to swim.""",half-true
"Says he ""beat (President Barack) Obama at the Supreme Court, saving coal jobs.""",mostly-true
"""According to SCUBA divers, Summersville Lake is the clearest freshwater lake east of the Mississippi River.""",barely-true
"Studies are showing California’s wildfires ""are producing more emissions than all of our cars are doing.""",half-true
"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades.""",FALSE
"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",barely-true
"""The Kingdom of Saudi Arabia, whose government has important business and policy before the president of the United States, has already spent hundreds of thousands of dollars at the Trump International Hotel.""",mostly-true
"""A trip to Mar-a-Lago costs taxpayers approximately $3.6 million, according to a Government Accountability Office report.""",half-true
"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",mostly-true
"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",FALSE
"Says Rex ""Tillerson won't divest from Exxon.""",pants-fire
"""Paying for a hotel room is not a gift or a present and it has nothing to do with an office. It's not an emolument."" ",half-true
On resigning her Texas House seat.,full-flop
"""In 2009, Mitch McConnell was the person that’s saying, 'Hey, we should get all the ethics information in before we do the hearings.' """,mostly-true
"ExxonMobil CEO Rex Tillerson ""will have to divest his holdings, that’s a requirement"" to serve as Secretary of State.",FALSE
"Alison Alter ""has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.""",half-true
"Says Scott Walker left college ""under an ethical cloud for having tried to fix"" the election for student body president. ",FALSE
"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",TRUE
"Says Richard Burr ""was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.""",TRUE
"""The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.""",half-true
"In the Paula Jones case, Bill Clinton paid an ""$850,000 penalty.""",half-true
"""The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.""",barely-true
"""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons."" ",FALSE
"""Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate."" ",barely-true
"Says Pete Gallego ""went and lobbied after you fired him from Congress.""",FALSE
"Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.""",FALSE
"On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.""",FALSE
"In the past decade in New York State ""more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing — more than any other state.""",TRUE
"""The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.""",mostly-true
"The Clinton Foundation ""took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.""",half-true
"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",barely-true
"""Roy Cooper's refusal to do his job is costing taxpayers money.""",barely-true
"""I’m not one for name calling.""",pants-fire
"""In 2009, his first year as mayor,"" Julián Castro ""received a seven-figure referral fee"" that smells like a dirty financial gift ""from notorious personal injury lawyer Mikal Watts, a major Obama donor.""",barely-true
"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, “if I wanted to see a horse’s ass I would of came in second.”",pants-fire
“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,pants-fire
"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",FALSE
Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,FALSE
60% of new COVID-19 patients are people who received the vaccine.,pants-fire
A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,pants-fire
"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",FALSE
Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,FALSE
“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,FALSE
"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",FALSE
"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",FALSE
“UN cultural agency removes birthplace of Jesus from its list of heritage sites.”,FALSE
"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",pants-fire
“Hillary Clinton hanged at GITMO.”,pants-fire
Joe Biden’s 100-day approval rating “is the lowest in American history.”,FALSE
“A quarter of a million illegal votes found in Arizona’s audit.”,FALSE
“Bill Gates fights to keep vaccine ingredients secret.”,FALSE
"“70% of Americans don't believe a word the mainstream media puts out,” so “everyone who thinks Biden won are only 30% of the population.”",FALSE
Mariah Carey faked getting her COVID-19 vaccine because the needle can’t be seen coming out of her arm.,FALSE
"“Human trafficking and drugs” at the Mexico border have “doubled, tripled and quadrupled” since Joe Biden became president.",FALSE
“The Biden Administration is buying Kamala Harris’ book with our taxpayer dollars.”,FALSE
Photo shows Facebook’s “community standards team.”,FALSE
COVID-19 “has killed less people than the damn flu.”,FALSE
"Says the Memphis Police Department “will no longer respond” to crimes including larceny, breaking and entering, and motor vehicle theft.",FALSE
"By clicking on a link from a fake USPS text message, “you are sending your precise location to sex traffickers in your local area” so they can kidnap you.",FALSE
Says Joe Biden was the only world leader to wear a face mask during a video conference.,FALSE
"Says the Chicago Police Department tweeted, “We are all Derek Chauvin.”",FALSE
Officials “recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected.”,FALSE
"Says Joe Biden said, “This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",FALSE
"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",pants-fire
"""‘He’s low risk,’ said Obama before freeing ISIS leader al Baghdadi.""",FALSE
"Fox News changed its accreditation to ""entertainment."" ",pants-fire
" Ilhan Omar called for ""violence"" against President Trump over Middle East dispute. ",pants-fire
"Says Alexandria Ocasio-Cortez said Christianity should be ignored as ""superstitious nonsense.""",pants-fire
"Says after Australia passed a ""new law"" that forced gun owners to give up over 640,000 firearms, the country saw a dramatic increase in homicides, assaults and robberies.",FALSE
" Nancy Pelosi assured Iran that Trump will ""pay for his crimes."" ",pants-fire
Says guns are required to be registered. ,barely-true
"Says a photo that shows a group of dead, scorched sheep is from Australia wildfires.",barely-true
A photo of a horse being pulled through a scorched ranch is from the Australia wildfires.,barely-true
A photo of a deer standing near a burned down residence is from the Australia wildfires.,barely-true
A photo of a burned cat is from the Australia wildfires. ,barely-true
A collection of photos shows animals caught in the Australia wildfires.,barely-true
Says Trump volunteered his airline to bring troops home during Operation Desert Storm. ,FALSE
"Says U.S. Rep. Rashida Tlaib tweeted and then deleted a post that said ""Americans have spent decades raping and pillaging my people. What goes around comes around.""",pants-fire
"Says the Obamas ""surrendered"" their law licenses to escape disciplinary action and charges.",pants-fire
Says Tom Hanks was photographed wearing a T-shirt with progressive slogans on it. ,pants-fire
Says Lee Majors died and left $6 million to Donald Trump.,pants-fire
Says a quote defending President Donald Trump can be attributed to Clint Eastwood.,FALSE
"""CBC Cuts Donald Trump's 'Home Alone 2' Cameo Out of Broadcast.""",half-true
"Says Virginia Gov. Ralph Northam said, ‘You will give up your guns, if you don’t I’ll have the National Guard cut your power, your phone lines, and your internet. Then, if you still refuse to comply I’ll have you killed.’""",pants-fire
"Says that four Democrats — Sheila Jackson Lee, Joe Biden, Elizabeth Warren, and Alexandria Ocasio-Cortez — made specific, suspect remarks about such topics as the Constitution, abortion and guns.",FALSE
"""Cory Booker’s son charged with assault after attack on Santa.""",pants-fire
"Says Nancy Pelosi said, if impeachment ""doesn’t go through, I’ll resign.""",pants-fire
"Says Bill Gates will provide ""money-500K, car, phone, visa"" or other gifts if you email him.",pants-fire
"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",FALSE
"Says President Trump’s mother said, ""Yes, he’s an idiot with zero common sense, and no social skills, but he is my son. I just hope he never goes into politics. He’d be a disaster."" ",pants-fire
An old image shows a drug store with a marijuana leaf sign.,FALSE
"Says a photo of a woman wearing a costume holding the sign ""vagina lady"" is Stanford law professor Pamela Karlan. ",FALSE
"Quotes Andy Borowitz as saying ""stopping Hillary is a short-term solution. The long-term solution — and it will be more difficult — is fixing the educational system that has created so many people ignorant enough to vote for Hillary."" ",FALSE
"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa. ",pants-fire
"Says Scott Walker's defunding of Planned Parenthood ""left women across the state stranded with nowhere else to turn"" for cancer screenings, breast exams and birth control.",half-true
"""More than half of women under 30 who give birth do so outside of marriage..."" ",TRUE
"Says the estate tax, ""in many cases,"" forces family farmers and small businesses owners to sell their holdings.",FALSE
"""More than 30 cents of every state tax dollar goes to Medicaid.""",TRUE
"""Half of all Americans have less than $10,000 in their savings account.""",mostly-true
"Under Barack Obama, ""the average cost of family health care premiums has increased by $4,154."" ",barely-true
"Says Barack Obama voted for the ""very same language"" of Indiana's Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation ""doesn't have anything to do with this law.""",half-true
"Under legislation that has cleared the Georgia House, some children who are ""legal refugees"" could obtain state scholarships to attend private schools.  ",TRUE
"""One third of our age group (Millennials) have moved back in with their parents.""",mostly-true
The minimum wage has risen $2.35 in the last two years. That's 31 percent.,FALSE
"""By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.""       ",mostly-true
Our median household income in 2013 was the highest in the nation.,mostly-true
"""A married couple that"" use the same last name ""is rarer and rarer in our country.""",barely-true
"""Common welfare programs give income of $43,330 or $20.83 an hour.""",barely-true
"Says Jeb Bush ""not only opposes marriage equality, he’s said he ‘personally’ believes gay couples should be banned from adopting children.""",mostly-true
"""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",FALSE
"""We know from the social science that children do best with a mom and a dad.""",FALSE
"""Much more than 50 percent of parents out there are spankers."" ",mostly-true
"""The United States is the only industrialized country that does not guarantee paid time off to care for a new child.""",mostly-true
"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson ""are feral and violent."" ",pants-fire
"""In 31 states, decent child care costs more than college tuition.""",mostly-true
"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, ""you get out of poverty.""",half-true
"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",TRUE
"""Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent."" ",barely-true
"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",TRUE
"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnson’s Great Society.",FALSE
"Says Dan Patrick ""supported giving a $5,000 taxpayer-funded voucher to every family to buy a car."" ",mostly-true
"""The average family (is) now bringing home $4,000 less than they did just five years ago.""",TRUE
"""In 1968, a full-time worker earning minimum wage, could actually support a family of three above the poverty line. Today, that same worker would earn less than the poverty line for a family of two.""",mostly-true
"""There are 4.7 percent of Virginians who are minimum wage earners who are over 25 years of age working full-time and trying to raise a family.""",mostly-true
"Federal workers ""are paid well above the HOUSEHOLD income in southern Missouri.""",mostly-true
"The partial government shutdown in early 2019 affected ""18,000 federal employees in West Virginia.""",mostly-true
"""Comprehensive immigration reform, the bill we had back in 2013 ... brought the debt down $158 billion.""",half-true
"A provision in the first bill passed by House Democrats would ""allow the billions of dollars of aid we send to other countries to be used for abortions.""",FALSE
Says Congress set aside $50 billion for the Secure Fence Act in 2006,FALSE
"""The 2017/2018 budgets gave (President Donald) Trump billions for border upgrades. He’s spent ALMOST NONE of it. 6%.""",barely-true
"Says troops recently received ""one of the biggest pay raises"" ever, and that it was the first pay increase in ""more than 10 years.""",pants-fire
"Quotes Donald Trump as saying in 2013, ""A shutdown falls on the President’s lack of leadership. He can’t even control his own party and get people together in a room. A shutdown means the president is weak."" ",half-true
"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.""",TRUE
"The United States ""spends more on potato chips than we do on ALL energy R&D.""",TRUE
"""$21T in Pentagon accounting errors. Medicare for All costs ~$32T. That means 66% of Medicare for All could have been funded already by the Pentagon.""",FALSE
"""There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.""",FALSE
"""Do you know that New York State pays out way more than they ever get back?""",TRUE
"Says revenues ""are actually up after tax reform."" ",half-true
"With the Republican-backed tax cut, ""we’re seeing the result, and to date, federal tax revenues have gone up.""",half-true
"Says there is a report ""that showed that, should we move to cover more people to a Medicare for All system, we could actually save the system trillions over an extended period of time.""",half-true
"""Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million.""",mostly-true
"Says the Trump administration ""has banned the CDC even using the word ‘transgender.’ """,FALSE
"Says Sen. Dean Heller ""wants to cut programs like Social Security and Medicare to pay for tax cuts for his ultra-wealthy donors.""",half-true
"Says she is ""the only candidate for Senate who refuses to cut Medicare and Social Security or raise the retirement age.""",half-true
"""Congressman DeSantis voted to cut Social Security and Medicare"" and ""voted to increase the retirement age.""",half-true
"""I've always voted for keeping the government open. I’ve never cast a vote to shut down the government.""",barely-true
"Says the Koch Brothers sponsored ""a study that shows that Medicare for All would save the American people $2 trillion over a 10-year period.""",half-true
"""Just last year we gave the military a $700 billion budget increase, which they didn’t even ask for.""",FALSE
"""SHOCK REPORT: Senator McCaskill BUSTED Funneling Millions of Tax Dollars to Her Hubby.""",barely-true
"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",barely-true
"Says Scott Walker ""has turned down $1 billion of Medicaid money over the course of his tenure.""",mostly-true
"A recent spending bill had at least ""$1.6 billion in there ... for schools to give them an opportunity to secure them.""",barely-true
"The Mueller investigation is ""soon to be $20,000,000.""",half-true
"""Two-thirds of the people who use Medicaid are poor children, but two-thirds of the money is for long-term care for seniors, whether in a facility or at home.""",FALSE
"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",TRUE
"""Eighty percent of Wall Street executives and their spouses' donations go to Democrats.""",FALSE
"Says that as a U.S. senator, Scott Brown ""delivered for Wall Street, saving big banks $19 billion in taxes.""",barely-true
"U.S. Rep. John Barrow, D-Ga., does not want to audit the Federal Reserve.",FALSE
"Payday lenders profit ""from the poor by charging 1,000-plus"" percent ""interest.""",half-true
"""John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.""",half-true
"""One-third of all bank tellers (are) on public assistance.""",mostly-true
"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""",half-true
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,TRUE
"Says Mitch McConnell pushed ""the Wall Street bailout through the U.S. Senate"" and called it ""the Senate at its finest.""",mostly-true
"""We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesn’t support any of these ideas."" ",half-true
"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an ""operational profit year after year.""",barely-true
"A Republican housing finance reform bill ""would eliminate a person’s ability to obtain 15- and 30-year mortgages.""",half-true
"The federal Consumer Financial Protection Bureau is ""collecting financial information, monitoring financial information of millions of Americans"" without their knowledge and ""storing it for up to 10 years."" ",half-true
Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,half-true
"AIG has fully repaid the federal government ""plus a profit of more than $22 billion.""",mostly-true
"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""",pants-fire
"Says Jim Renacci has ""consistently voted"" for loopholes that ""encourage outsourcing of our jobs.""",half-true
"Says ""Mitt Romney’s plan rolls back regulations"" on banks.",mostly-true
"""We got back every dime used to rescue the banks.""",mostly-true
"U.S. Sen. Sheldon Whitehouse ""rewarded Wall Street executives with millions in bonuses.""",pants-fire
"Says the government has ""gotten the TARP money back plus a profit.""",barely-true
"Says U.S. Senate opponent Eric Hovde ""supported billions in stimulus for high-speed rail""  and ""billions more to bail out banks.""",half-true
"The Affordable Care Act ""will likely go down as the biggest tax increase in history.""",pants-fire
"""Fireworks have never been safer, and their use continues to increase each year.""",TRUE
"Lloyd Doggett ""made millions off companies like Bank of America while they took taxpayer bailout money.""",barely-true
"""Obama’s flush with cash, returning to Wall Street for even more money. … Wall Street sure supports President Obama.""",barely-true
On the Troubled Asset Relief Program (TARP),no-flip
"""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""",pants-fire
"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years.""",half-true
"Says Democrats want to give $54 billion in foreign aid, and Trump is only asking for 10 percent of that ""to secure our border and build a wall.",barely-true
"""The caliphate has crumbled and ISIS has been defeated.""",barely-true
"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions.",half-true
"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",pants-fire
"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",FALSE
"Just before Thanksgiving, oil was $54 a barrel, down from $82. ""Thank you to Saudi Arabia.""",half-true
"""'Caravan' Migrant Army Paint Swastika on American Flag, Burn It in the Street."" ",FALSE
"Saudi Arabia has ordered $450 billion, ""$110 billion of which is a military order,"" producing ""over a million jobs.""",pants-fire
"""Since NAFTA’s adoption, the United States racked up trade deficits totaling more than $2 trillion.""",mostly-true
"Says Barack Obama ""referred to the carnage that took place in Benghazi as a conspiracy theory."" ",pants-fire
"Says the ""South African Government is now seizing land from white farmers"" and alleges a ""large scale killing of farmers"" in the country.",barely-true
"China has ""not acted so well with our elections. They’ve tampered with our elections quite a bit.""",FALSE
"Says Donald Trump contradicted his own administration when he said the decision to allow blueprints for 3D-printed guns to be distributed ""doesn’t seem to make much sense.""",mostly-true
"""Lisa Page squeals: DNC server was not hacked by Russians.""",pants-fire
"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",TRUE
"""The United States was paying for anywhere from 70 to 90 percent of (NATO), depending on the way you calculate.""",barely-true
"European allies ""pay us $2.5 billion a year to keep our forces there. It would cost us more money to bring the troops home than to keep them in Europe.""",half-true
"""Many countries (in NATO) owe us a tremendous amount of money for many years back, where they’re delinquent, as far as I’m concerned, because the United States has had to pay for them.""",FALSE
"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""",FALSE
"""The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.""",FALSE
"The Iran deal ""handed billions of dollars of cash on cargo planes, sent it to a state sponsor of terror, and Tammy Baldwin was one of the first U.S. senators to get on board and support that."" ",barely-true
"Says Bill Clinton ""spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later.""",barely-true
"""Canada charges the U.S. a 270% tariff on Dairy Products! They didn’t tell you that, did they? Not fair to our farmers!""",mostly-true
"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",barely-true
"North Korea's history of international negotiations shows ""they'll take the concessions, they'll keep them in their pocket and then they won't deliver.""",half-true
"""If you are talking about Canada .. our wine cannot sit on their supermarkets.""",half-true
"""We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.""",TRUE
"""The Failing @nytimes quotes ‘a senior White House official,’ who doesn’t exist, as saying ‘even if the meeting were reinstated, holding it on June 12 would be impossible, given the lack of time and the amount of planning needed.’ WRONG AGAIN! Use real people, not phony sources.""",pants-fire
"""Just in: John Kerry facing prison.""",pants-fire
"""Tammy Baldwin cosponsored legislation that wanted to establish the Department of Peace and Nonviolence."" ",mostly-true
"Says President Donald Trump ""has signed more laws cutting through federal red tape than any president in American history and has already saved businesses and families up to $18 billion in red tape costs every year.""",half-true
"""Obamacare premiums have doubled"" in Wisconsin. ",half-true
"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election. ",barely-true
"""Voter turnout in 2016 was reduced by approx. 200,000 votes because of WI’s photo ID laws."" ",barely-true
"Says of the GOP health care proposal, ""pre-existing conditions are in the bill.""",barely-true
"""After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs.""",barely-true
"""All pipelines that are coming into this country from now on has to be American steel.""",FALSE
"""When public schools face increased competition, they get better and kids learn more."" ",barely-true
"""The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions. That's what she said. Go look it up.""",FALSE
"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain.""",FALSE
"""New regulation requires motorcycle owners to install 75 MPH governor by January 2017""",pants-fire
"Says President Donald Trump’s proposal to allow Americans to buy health insurance across state lines would make it the same as ""the way you buy car insurance"" today.",FALSE
"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.""",half-true
"Says Tammy Baldwin ""wants to require children starting at age 5 to learn about gay sex!"" ",FALSE
"Says North Carolina gives taxpayer dollars to private schools, but ""we really don’t know what these schools are doing or how they are performing.""",half-true
"""Obamacare has failed.""",barely-true
"Imitation dairy products often differ nutritionally from those they mimic, and labeling them ""milk"" or ""cheese"" or ""yogurt"" is ""against the law.""",mostly-true
"The federal government is prohibited ""from negotiating lower prescription drug prices for our senior citizens.""",TRUE
"ExxonMobil CEO Rex Tillerson ""will have to divest his holdings, that’s a requirement"" to serve as Secretary of State.",FALSE
"""Before Leaving, Obama Enacts Rules to Take $3,000 From EVERY American.""",barely-true
"There was ""serious voter fraud"" in New Hampshire.",pants-fire
"Obamacare ""is not a popular law.""",mostly-true
"""Anyone who knows you can just"" look it up to ""see if you voted."" ",half-true
"Says Russ Feingold said that with Obamacare, ""we could keep our doctors and our plans, it was rated as the Lie of the Year."" ",TRUE
"""In many instances, (people's) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.""",barely-true
"""There are Justice Department policies against"" FBI Director James Comey discussing details of a federal investigation ""so close to an election.""",mostly-true
"""What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns.""",half-true
"Says Hillary Clinton was ""let off the hook"" for her email scandal while Gen. David Petraeus had his life ""destroyed for doing far, far less.""",FALSE
"""First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.""",half-true
"Says ""Gary Johnson and the Libertarian Party want to get rid of the public school system.""",half-true
"""Yesterday Virginia announced the end of youth hunting!""",FALSE
"A state senate bill would ""criminalize a father teaching his own son how to use a hunting rifle.""",pants-fire
"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it.""",barely-true
"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""",mostly-true
"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators."" ",FALSE
"""People with pre-existing mental health conditions have access to firearms and not health care.""",half-true
"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it.""",barely-true
"Says Donald Trump said, ""Make no mistake: They’re not after me. They are after you; your guns, your Christian values, your freedom. I’m just in their way.""",FALSE
"""To be clear, I’m not talking about confiscating anybody’s guns.""",FALSE
"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence.""",barely-true
"Says ""90% of policemen are for"" expanding background checks to all gun sales.",mostly-true
"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment.",barely-true
"Since Israel started training teachers with guns, ""there have only been two school shootings in 44 years and both shooters were killed by teachers.""",FALSE
" Says an 11-year-old girl shot and killed two armed ""illegal aliens"" after they broke into her home in Montana. ",pants-fire
"""You can have an active warrant for your arrest for murder and legally pass a background check system in the state of Texas"" to purchase a gun.",mostly-true
"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record.""",FALSE
"The Odessa shooter ""had a Beto sticker on his truck.""",FALSE
"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",TRUE
"""54 senators said, let's do background checks, let's get rid of assault weapons, and with 54 senators it failed because of the filibuster.""",half-true
"""Over 90% of the American people think we have to get assault weapons off the street  — period.""",barely-true
"Quotes Ronald Reagan as saying, ""Under no pretext should arms and ammunition be surrendered; any attempts to disarm the people must be stopped, by force if necessary.""",FALSE
